,year,state,month,number
1644,2007,Distrito Federal,November,0.0
1645,2008,Distrito Federal,November,4.0
1646,2009,Distrito Federal,November,0.0
1647,2010,Distrito Federal,November,0.0
1648,2011,Distrito Federal,November,1.0
1649,2012,Distrito Federal,November,0.0
1650,2013,Distrito Federal,November,0.0
1651,2014,Distrito Federal,November,0.0
1652,2015,Distrito Federal,November,3.0
1653,2016,Distrito Federal,November,1.0
1654,2017,Distrito Federal,November,0.0
1655,1998,Distrito Federal,December,0.0
1656,1999,Distrito Federal,December,0.0
1657,2000,Distrito Federal,December,0.0
1658,2001,Distrito Federal,December,1.0
1659,2002,Distrito Federal,December,1.0
1660,2003,Distrito Federal,December,0.0
1661,2004,Distrito Federal,December,0.0
1662,2005,Distrito Federal,December,0.0
1663,2006,Distrito Federal,December,0.0
1664,2007,Distrito Federal,December,0.0
1665,2008,Distrito Federal,December,0.0
1666,2009,Distrito Federal,December,0.0
1667,2010,Distrito Federal,December,1.0
1668,2011,Distrito Federal,December,0.0
1669,2012,Distrito Federal,December,0.0
1670,2013,Distrito Federal,December,2.0
1671,2014,Distrito Federal,December,0.0
1672,2015,Distrito Federal,December,0.0
1673,2016,Distrito Federal,December,0.0
1674,1998,Espirito Santo,January,0.0
1675,1999,Espirito Santo,January,33.0
1676,2000,Espirito Santo,January,5.0
1677,2001,Espirito Santo,January,1.0
1678,2002,Espirito Santo,January,2.0
1679,2003,Espirito Santo,January,4.0
1680,2004,Espirito Santo,January,1.0
1681,2005,Espirito Santo,January,4.0
1682,2006,Espirito Santo,January,13.0
1683,2007,Espirito Santo,January,0.0
1684,2008,Espirito Santo,January,12.0
1685,2009,Espirito Santo,January,4.0
1686,2010,Espirito Santo,January,52.0
1687,2011,Espirito Santo,January,3.0
1688,2012,Espirito Santo,January,1.0
1689,2013,Espirito Santo,January,10.0
1690,2014,Espirito Santo,January,11.0
1691,2015,Espirito Santo,January,76.0
1692,2016,Espirito Santo,January,43.0
1693,2017,Espirito Santo,January,13.0
1694,1998,Espirito Santo,February,0.0
1695,1999,Espirito Santo,February,10.0
1696,2000,Espirito Santo,February,5.0
1697,2001,Espirito Santo,February,5.0
1698,2002,Espirito Santo,February,4.0
1699,2003,Espirito Santo,February,11.0
1700,2004,Espirito Santo,February,5.0
1701,2005,Espirito Santo,February,1.0
1702,2006,Espirito Santo,February,45.0
1703,2007,Espirito Santo,February,3.0
1704,2008,Espirito Santo,February,20.0
1705,2009,Espirito Santo,February,12.0
1706,2010,Espirito Santo,February,15.0
1707,2011,Espirito Santo,February,42.0
1708,2012,Espirito Santo,February,25.0
1709,2013,Espirito Santo,February,15.0
1710,2014,Espirito Santo,February,17.0
1711,2015,Espirito Santo,February,60.0
1712,2016,Espirito Santo,February,24.0
1713,2017,Espirito Santo,February,8.0
1714,1998,Espirito Santo,March,0.0
1715,1999,Espirito Santo,March,8.0
1716,2000,Espirito Santo,March,1.0
1717,2001,Espirito Santo,March,2.0
1718,2002,Espirito Santo,March,4.0
1719,2003,Espirito Santo,March,28.0
1720,2004,Espirito Santo,March,3.0
1721,2005,Espirito Santo,March,3.0
1722,2006,Espirito Santo,March,14.0
1723,2007,Espirito Santo,March,9.0
1724,2008,Espirito Santo,March,5.0
1725,2009,Espirito Santo,March,11.0
1726,2010,Espirito Santo,March,3.0
1727,2011,Espirito Santo,March,5.0
1728,2012,Espirito Santo,March,35.0
1729,2013,Espirito Santo,March,13.0
1730,2014,Espirito Santo,March,15.0
1731,2015,Espirito Santo,March,25.0
1732,2016,Espirito Santo,March,107.0
1733,2017,Espirito Santo,March,9.0
1734,1998,Espirito Santo,April,0.0
1735,1999,Espirito Santo,April,2.0
1736,2000,Espirito Santo,April,3.0
1737,2001,Espirito Santo,April,2.0
1738,2002,Espirito Santo,April,2.0
1739,2003,Espirito Santo,April,22.0
1740,2004,Espirito Santo,April,0.0
1741,2005,Espirito Santo,April,4.0
1742,2006,Espirito Santo,April,1.0
1743,2007,Espirito Santo,April,2.0
1744,2008,Espirito Santo,April,8.0
1745,2009,Espirito Santo,April,8.0
1746,2010,Espirito Santo,April,7.0
1747,2011,Espirito Santo,April,3.0
1748,2012,Espirito Santo,April,74.0
1749,2013,Espirito Santo,April,16.0
1750,2014,Espirito Santo,April,15.0
1751,2015,Espirito Santo,April,33.0
1752,2016,Espirito Santo,April,57.0
1753,2017,Espirito Santo,April,7.0
1754,1998,Espirito Santo,May,0.0
1755,1999,Espirito Santo,May,16.0
1756,2000,Espirito Santo,May,2.0
1757,2001,Espirito Santo,May,8.0
1758,2002,Espirito Santo,May,5.0
1759,2003,Espirito Santo,May,1.0
1760,2004,Espirito Santo,May,0.0
1761,2005,Espirito Santo,May,5.0
1762,2006,Espirito Santo,May,0.0
1763,2007,Espirito Santo,May,1.0
1764,2008,Espirito Santo,May,2.0
1765,2009,Espirito Santo,May,7.0
1766,2010,Espirito Santo,May,3.0
1767,2011,Espirito Santo,May,2.0
1768,2012,Espirito Santo,May,20.0
1769,2013,Espirito Santo,May,14.0
1770,2014,Espirito Santo,May,18.0
1771,2015,Espirito Santo,May,17.0
1772,2016,Espirito Santo,May,48.0
1773,2017,Espirito Santo,May,10.0
1774,1998,Espirito Santo,June,6.0
1775,1999,Espirito Santo,June,6.0
1776,2000,Espirito Santo,June,9.0
1777,2001,Espirito Santo,June,9.0
1778,2002,Espirito Santo,June,18.0
1779,2003,Espirito Santo,June,19.0
1780,2004,Espirito Santo,June,3.0
1781,2005,Espirito Santo,June,8.0
1782,2006,Espirito Santo,June,5.0
1783,2007,Espirito Santo,June,4.0
1784,2008,Espirito Santo,June,4.0
1785,2009,Espirito Santo,June,12.0
1786,2010,Espirito Santo,June,3.0
1787,2011,Espirito Santo,June,7.0
1788,2012,Espirito Santo,June,15.0
1789,2013,Espirito Santo,June,22.0
1790,2014,Espirito Santo,June,9.0
1791,2015,Espirito Santo,June,18.0
1792,2016,Espirito Santo,June,49.0
1793,2017,Espirito Santo,June,37.0
1794,1998,Espirito Santo,July,37.0
1795,1999,Espirito Santo,July,9.0
1796,2000,Espirito Santo,July,16.0
1797,2001,Espirito Santo,July,12.0
1798,2002,Espirito Santo,July,9.0
1799,2003,Espirito Santo,July,27.0
1800,2004,Espirito Santo,July,4.0
1801,2005,Espirito Santo,July,9.0
1802,2006,Espirito Santo,July,11.0
1803,2007,Espirito Santo,July,13.0
1804,2008,Espirito Santo,July,5.0
1805,2009,Espirito Santo,July,25.0
1806,2010,Espirito Santo,July,5.0
1807,2011,Espirito Santo,July,18.0
1808,2012,Espirito Santo,July,35.0
1809,2013,Espirito Santo,July,20.0
1810,2014,Espirito Santo,July,17.0
1811,2015,Espirito Santo,July,30.0
1812,2016,Espirito Santo,July,42.0
1813,2017,Espirito Santo,July,3.0
1814,1998,Espirito Santo,August,38.0
1815,1999,Espirito Santo,August,60.0
1816,2000,Espirito Santo,August,26.0
1817,2001,Espirito Santo,August,30.0
1818,2002,Espirito Santo,August,60.0
1819,2003,Espirito Santo,August,118.0
1820,2004,Espirito Santo,August,12.0
1821,2005,Espirito Santo,August,12.0
1822,2006,Espirito Santo,August,29.0
1823,2007,Espirito Santo,August,82.0
1824,2008,Espirito Santo,August,13.0
1825,2009,Espirito Santo,August,17.0
1826,2010,Espirito Santo,August,39.0
1827,2011,Espirito Santo,August,93.0
1828,2012,Espirito Santo,August,12.0
1829,2013,Espirito Santo,August,53.0
1830,2014,Espirito Santo,August,47.0
1831,2015,Espirito Santo,August,35.0
1832,2016,Espirito Santo,August,78.0
1833,2017,Espirito Santo,August,30.0
1834,1998,Espirito Santo,September,108.0
1835,1999,Espirito Santo,September,64.0
1836,2000,Espirito Santo,September,14.0
1837,2001,Espirito Santo,September,38.0
1838,2002,Espirito Santo,September,46.0
1839,2003,Espirito Santo,September,252.0
1840,2004,Espirito Santo,September,47.0
1841,2005,Espirito Santo,September,8.0
1842,2006,Espirito Santo,September,87.0
1843,2007,Espirito Santo,September,63.0
1844,2008,Espirito Santo,September,78.0
1845,2009,Espirito Santo,September,57.0
1846,2010,Espirito Santo,September,53.0
1847,2011,Espirito Santo,September,108.0
1848,2012,Espirito Santo,September,48.0
1849,2013,Espirito Santo,September,30.0
1850,2014,Espirito Santo,September,61.0
1851,2015,Espirito Santo,September,228.0
1852,2016,Espirito Santo,September,128.0
1853,2017,Espirito Santo,September,58.0
1854,1998,Espirito Santo,October,20.0
1855,1999,Espirito Santo,October,23.0
1856,2000,Espirito Santo,October,88.0
1857,2001,Espirito Santo,October,19.0
1858,2002,Espirito Santo,October,113.0
1859,2003,Espirito Santo,October,159.0
1860,2004,Espirito Santo,October,48.0
1861,2005,Espirito Santo,October,62.0
1862,2006,Espirito Santo,October,10.0
1864,2008,Espirito Santo,October,100.0
1865,2009,Espirito Santo,October,13.0
1866,2010,Espirito Santo,October,32.0
1867,2011,Espirito Santo,October,38.0
1868,2012,Espirito Santo,October,62.0
1869,2013,Espirito Santo,October,37.0
1870,2014,Espirito Santo,October,89.0
1871,2015,Espirito Santo,October,307.0
1872,2016,Espirito Santo,October,58.0
1873,2017,Espirito Santo,October,56.0
1874,1998,Espirito Santo,November,4.0
1875,1999,Espirito Santo,November,9.0
1876,2000,Espirito Santo,November,3.0
1877,2001,Espirito Santo,November,3.0
1878,2002,Espirito Santo,November,22.0
1879,2003,Espirito Santo,November,49.0
1880,2004,Espirito Santo,November,42.0
1881,2005,Espirito Santo,November,0.0
1882,2006,Espirito Santo,November,0.0
1883,2007,Espirito Santo,November,112.0
1884,2008,Espirito Santo,November,3.0
1885,2009,Espirito Santo,November,18.0
1886,2010,Espirito Santo,November,3.0
1887,2011,Espirito Santo,November,6.0
1888,2012,Espirito Santo,November,7.0
1889,2013,Espirito Santo,November,11.0
1890,2014,Espirito Santo,November,20.0
1891,2015,Espirito Santo,November,141.0
1892,2016,Espirito Santo,November,8.0
1893,2017,Espirito Santo,November,3.0
1894,1998,Espirito Santo,December,5.0
1895,1999,Espirito Santo,December,0.0
1896,2000,Espirito Santo,December,3.0
1897,2001,Espirito Santo,December,1.0
1898,2002,Espirito Santo,December,12.0
1899,2003,Espirito Santo,December,18.0
1900,2004,Espirito Santo,December,9.0
1901,2005,Espirito Santo,December,5.0
1902,2006,Espirito Santo,December,0.0
1903,2007,Espirito Santo,December,14.0
1904,2008,Espirito Santo,December,1.0
1905,2009,Espirito Santo,December,32.0
1906,2010,Espirito Santo,December,10.0
1907,2011,Espirito Santo,December,1.0
1908,2012,Espirito Santo,December,18.0
1909,2013,Espirito Santo,December,9.0
1910,2014,Espirito Santo,December,28.0
1911,2015,Espirito Santo,December,61.0
1912,2016,Espirito Santo,December,12.0
1913,1998,Goias,January,0.0
1914,1999,Goias,January,14.0
1915,2000,Goias,January,10.0
1916,2001,Goias,January,29.0
1917,2002,Goias,January,12.0
1918,2003,Goias,January,14.0
1919,2004,Goias,January,10.0
1920,2005,Goias,January,27.0
1921,2006,Goias,January,85.0
1922,2007,Goias,January,28.0
1923,2008,Goias,January,23.0
1924,2009,Goias,January,30.0
1925,2010,Goias,January,59.0
1926,2011,Goias,January,39.0
1927,2012,Goias,January,21.0
1928,2013,Goias,January,33.0
1929,2014,Goias,January,80.0
1930,2015,Goias,January,118.0
1931,2016,Goias,January,52.0
1932,2017,Goias,January,53.0
1933,1998,Goias,February,0.0
1934,1999,Goias,February,334.0
1935,2000,Goias,February,11.0
1936,2001,Goias,February,9.0
1937,2002,Goias,February,9.0
1938,2003,Goias,February,47.0
1939,2004,Goias,February,11.0
1940,2005,Goias,February,84.0
1941,2006,Goias,February,21.0
1942,2007,Goias,February,13.0
1943,2008,Goias,February,25.0
1944,2009,Goias,February,29.0
1945,2010,Goias,February,86.0
1946,2011,Goias,February,45.0
1947,2012,Goias,February,37.0
1948,2013,Goias,February,86.0
1949,2014,Goias,February,44.0
1950,2015,Goias,February,53.0
1951,2016,Goias,February,117.0
1952,2017,Goias,February,75.0
1953,1998,Goias,March,0.0
1954,1999,Goias,March,1.0
1955,2000,Goias,March,4.0
1956,2001,Goias,March,10.0
1957,2002,Goias,March,48.0
1958,2003,Goias,March,29.0
1959,2004,Goias,March,36.0
1960,2005,Goias,March,36.0
1961,2006,Goias,March,29.0
1962,2007,Goias,March,49.0
1963,2008,Goias,March,20.0
1964,2009,Goias,March,32.0
1965,2010,Goias,March,65.0
1966,2011,Goias,March,19.0
1967,2012,Goias,March,57.0
1968,2013,Goias,March,79.0
1969,2014,Goias,March,80.0
1970,2015,Goias,March,76.0
1971,2016,Goias,March,136.0
1972,2017,Goias,March,115.0
1973,1998,Goias,April,0.0
1974,1999,Goias,April,25.0
1975,2000,Goias,April,16.0
1976,2001,Goias,April,49.0
1977,2002,Goias,April,78.0
1978,2003,Goias,April,87.0
1979,2004,Goias,April,32.0
1980,2005,Goias,April,55.0
1981,2006,Goias,April,22.0
1982,2007,Goias,April,17.0
1983,2008,Goias,April,36.0
1984,2009,Goias,April,11.0
1985,2010,Goias,April,105.0
1986,2011,Goias,April,71.0
1987,2012,Goias,April,89.0
1988,2013,Goias,April,42.0
1989,2014,Goias,April,138.0
1990,2015,Goias,April,89.0
1991,2016,Goias,April,167.0
1992,2017,Goias,April,60.0
1993,1998,Goias,May,0.0
1994,1999,Goias,May,99.0
1995,2000,Goias,May,58.0
1996,2001,Goias,May,85.0
1997,2002,Goias,May,171.0
1998,2003,Goias,May,57.0
1999,2004,Goias,May,157.0
2000,2005,Goias,May,164.0
2001,2006,Goias,May,33.0
2002,2007,Goias,May,94.0
2003,2008,Goias,May,41.0
2004,2009,Goias,May,104.0
2005,2010,Goias,May,239.0
2006,2011,Goias,May,136.0
2007,2012,Goias,May,103.0
2008,2013,Goias,May,150.0
2009,2014,Goias,May,210.0
2010,2015,Goias,May,129.0
2011,2016,Goias,May,233.0
2012,2017,Goias,May,135.0
2013,1998,Goias,June,172.0
2014,1999,Goias,June,250.0
2015,2000,Goias,June,222.0
2016,2001,Goias,June,212.0
2017,2002,Goias,June,302.0
2018,2003,Goias,June,321.0
2019,2004,Goias,June,422.0
2020,2005,Goias,June,189.0
2021,2006,Goias,June,70.0
2022,2007,Goias,June,186.0
2023,2008,Goias,June,55.0
2024,2009,Goias,June,179.0
2025,2010,Goias,June,278.0
2026,2011,Goias,June,314.0
2027,2012,Goias,June,245.0
2028,2013,Goias,June,192.0
2029,2014,Goias,June,318.0
2030,2015,Goias,June,277.0
2031,2016,Goias,June,289.0
2032,2017,Goias,June,442.0
2033,1998,Goias,July,512.0
2034,1999,Goias,July,311.0
